Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,San Diego,San Diego_CA,CA,66.9,61,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Atlanta,Fulton_GA,GA,77,43,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Barto,Montgomery_PA,PA,30.9,100,0.5,5.8,0.19,Snow,FALSE,FALSE,FALSE,day
2,Hastings On Hudson,Westchester_NY,NY,84,43,10,8.1,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Dallas,Dallas_TX,TX,55.4,88,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Phoenix,Maricopa_AZ,AZ,100,24,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Huntersville,Mecklenburg_NC,NC,86,62,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Orange,Orange_CA,CA,81,56,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Brooklyn,Kings_NY,NY,64.4,49,10,4.6,0,Clear,TRUE,FALSE,FALSE,day
2,Prairieville,Ascension_LA,LA,44,85,10,5,0,Fair,FALSE,FALSE,FALSE,night
3,Santa Rosa,Sonoma_CA,CA,52,57,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,68,59,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Atlanta,Fulton_GA,GA,76,87,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,64.9,45,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
3,Costa Mesa,Orange_CA,CA,80.1,58,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Altamont,Albany_NY,NY,26.6,51,15,0,0,Clear,FALSE,FALSE,TRUE,day
4,Mansfield,Richland_OH,OH,69.1,54,10,9.2,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Aldie,Loudoun_VA,VA,41,76,10,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Billerica,Middlesex_MA,MA,6.1,44,10,11.5,0,Blowing Snow,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,89.1,63,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Matthews,Mecklenburg_NC,NC,61,78,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Tampa,Hillsborough_FL,FL,86,45,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Clanton,Chilton_AL,AL,91,30,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,37,93,7,0,0,Fair,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,80,40,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Hayward,Alameda_CA,CA,70,65,8,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Milford,New Haven_CT,CT,51.1,92,2.5,9.2,0.29,Heavy Rain,FALSE,FALSE,FALSE,day
2,Whittier,Los Angeles_CA,CA,76,38,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Clio,Genesee_MI,MI,78,74,2,13,0,Light Rain,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,66,28,10,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,87.1,59,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Hercules,Contra Costa_CA,CA,60.1,69,10,12.7,0,Clear,FALSE,FALSE,FALSE,night
2,Fort Myers,Lee_FL,FL,64.9,100,6,4.6,0,Clear,FALSE,FALSE,TRUE,twilight
2,Alexandria,Douglas_MN,MN,10.9,73,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,Spartanburg,Spartanburg_SC,SC,73.4,44,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,81,85,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,New York,New York_NY,NY,39.9,41,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Saint Paul,Ramsey_MN,MN,24.8,80,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Charleston,Charleston_SC,SC,37,93,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,West Valley City,Salt Lake_UT,UT,36.5,100,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Long Beach,Los Angeles_CA,CA,48,80,9,0,0,Clear,FALSE,FALSE,FALSE,day
2,Metairie,Jefferson_LA,LA,87.1,74,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,48.9,48,10,6.9,0,Light Rain,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,95,47,10,9.2,0,Clear,FALSE,TRUE,FALSE,day
4,Los Angeles,Los Angeles_CA,CA,52,45,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Woodland,Clark_WA,WA,77,48,6,4.6,0,Haze,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,35.1,61,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Paramount,Los Angeles_CA,CA,66.9,63,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Hollywood,Broward_FL,FL,72,81,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
2,Woods Cross,Davis_UT,UT,64,23,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Houston,Harris_TX,TX,78.1,48,10,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Fort Washington,Montgomery_PA,PA,73.4,88,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Milpitas,Santa Clara_CA,CA,53,96,3,0,0,Cloudy,FALSE,FALSE,FALSE,day
2,Henrico,Henrico_VA,VA,68,63,10,7,0,Fair,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,80.6,65,8,20.7,0,Mostly Cloudy,FALSE,TRUE,FALSE,day
2,King of Prussia,Montgomery_PA,PA,48.2,46,10,6.9,0,Mostly Cloudy,FALSE,TRUE,FALSE,day
2,Raleigh,Wake_NC,NC,82.9,36,10,13.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Houston,Winona_MN,MN,23,68,8,12.7,0,Mostly Cloudy,TRUE,FALSE,FALSE,night
3,Bronx,Bronx_NY,NY,41,55,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Miami,Miami-Dade_FL,FL,73.9,97,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,79,82,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,New City,Rockland_NY,NY,41,76,10,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,twilight
2,Columbia,Howard_MD,MD,60.8,94,10,0,0,Overcast,TRUE,FALSE,FALSE,day
2,Elmhurst,Dupage_IL,IL,78.1,62,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Taylors,Greenville_SC,SC,84.9,63,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,46,86,7,3.5,0,Clear,FALSE,FALSE,FALSE,night
3,Miami,Miami-Dade_FL,FL,80,81,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Winter Garden,Orange_FL,FL,63,100,0.5,0,0,Fog,FALSE,FALSE,FALSE,day
2,Honeoye Falls,Monroe_NY,NY,27,85,0.2,5.8,0.01,Light Snow,FALSE,FALSE,FALSE,day
3,Gardena,Los Angeles_CA,CA,66.9,93,7,0,0,Clear,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,75,94,10,16.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Schwenksville,Montgomery_PA,PA,73.9,97,6,3.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,91.4,55,13,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,81,65,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Federal Way,King_WA,WA,57,83,10,0,0.01,Overcast,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,71.1,59,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Downers Grove,DuPage_IL,IL,57.9,60,10,17.3,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Minneapolis,Hennepin_MN,MN,82,51,10,8.1,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Iva,Anderson_SC,SC,66,65,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Detroit,Wayne_MI,MI,68,96,8,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Cleveland,Cuyahoga_OH,OH,68,43,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Glendale,Maricopa_AZ,AZ,62.6,45,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,66,90,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,65,93,3,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Orangeburg,Orangeburg_SC,SC,88,48,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,60.1,100,3,5.8,0.01,Overcast,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,60,86,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
3,Miami,Miami-Dade_FL,FL,71.1,61,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Methuen,Essex_MA,MA,63,93,2,5,0.02,Light Rain,TRUE,FALSE,FALSE,day
3,Orange,New Haven_CT,CT,57,81,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,North Little Rock,Pulaski_AR,AR,29,82,10,3,0,Fair,FALSE,FALSE,FALSE,night
4,Los Angeles,Los Angeles_CA,CA,71.1,68,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Newark,Essex_NJ,NJ,55.9,75,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Westport,Fairfield_CT,CT,55.9,51,10,25.3,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,78.8,83,8,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,58,84,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
3,Paramount,Los Angeles_CA,CA,52,86,2.5,10.4,0.05,Light Rain,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,55,23,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Arlington,Snohomish_WA,WA,71.1,66,7,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Tempe,Maricopa_AZ,AZ,84.9,25,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Davis,Solano_CA,CA,81,45,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,78.1,50,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,77,56,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Orangeburg,Orangeburg_SC,SC,53.1,61,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Maplesville,Chilton_AL,AL,37.9,70,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,77,89,5,0,0,Haze,TRUE,FALSE,TRUE,day
2,Carmichael,Sacramento_CA,CA,57.2,77,10,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Fremont,Alameda_CA,CA,75.2,57,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,North Ridgeville,Lorain_OH,OH,52,83,10,16.1,0.06,Light Rain,TRUE,FALSE,FALSE,twilight
3,Richmond,Richmond City_VA,VA,41,93,3,8.1,0.03,Light Rain,FALSE,FALSE,FALSE,twilight
3,Jennings,Hamilton_FL,FL,74,66,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Cordova,Shelby_TN,TN,57.2,100,1.5,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
2,Oakland,Alameda_CA,CA,58,81,4,8,0,Haze,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,82.9,63,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,53.1,83,9,3.5,0,Overcast,FALSE,FALSE,FALSE,night
3,Charlotte,Mecklenburg_NC,NC,55,62,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Cumming,Polk_IA,IA,8.1,80,0.5,12.7,0.01,Light Snow,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,82,38,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,59,78,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Lake Dallas,Denton_TX,TX,54,93,6,10.4,0.07,Rain,FALSE,FALSE,TRUE,day
2,Frederick,Frederick_MD,MD,41,100,3,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Salem,Marion_OR,OR,60,78,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,90,37,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,81,50,10,15,0,Clear,FALSE,FALSE,FALSE,day
3,Bridgeport,Fairfield_CT,CT,77,69,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
2,Stillwater,Washington_MN,MN,34,93,10,5,0,Cloudy,FALSE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,40.3,70,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Seattle,King_WA,WA,77,40,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,49,86,10,12,0,Cloudy,FALSE,FALSE,FALSE,night
2,Danville,Contra Costa_CA,CA,73.9,38,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,New Paltz,Ulster_NY,NY,43,80,10,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Huntsville,Madison_AL,AL,76,87,9,3,0,Fair,FALSE,FALSE,TRUE,day
2,Saint Louis,St. Louis County_MO,MO,66,90,3,8.1,0.55,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,night
3,Corona,Queens_NY,NY,73,79,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Myrtle Beach,Horry_SC,SC,54,86,10,12.7,0,Overcast,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,73.9,76,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Richwood,Delaware_OH,OH,32,60,10,10.4,0,Overcast,FALSE,FALSE,FALSE,night
2,East Orange,Essex_NJ,NJ,48,34,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,55.9,93,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Reedley,Fresno_CA,CA,53.1,93,10,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Duluth,Gwinnett_GA,GA,85,65,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Broken Arrow,Wagoner_OK,OK,48,74,10,15,0,Clear,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,75,76,0.5,6.9,0,Haze,TRUE,FALSE,FALSE,night
2,Bellevue,Sarpy_NE,NE,81,32,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Applegate,Placer_CA,CA,51.8,71,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Cornelius,Mecklenburg_NC,NC,66.2,88,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Atlanta,Fulton_GA,GA,41,36,10,9.2,0,Clear,FALSE,FALSE,TRUE,night
2,Antioch,Davidson_TN,TN,71,59,10,16,0,Cloudy,FALSE,FALSE,FALSE,day
2,Brooklyn,Kings_NY,NY,27,53,10,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Bend,Deschutes_OR,OR,43,61,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Los Angeles,Los Angeles_CA,CA,57,93,10,0,0,Overcast,FALSE,FALSE,FALSE,night
3,Springfield,Fairfax County_VA,VA,59,94,7,0,0,Clear,TRUE,FALSE,FALSE,twilight
2,West Jordan,Salt Lake_UT,UT,55,55,10,7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Riverside,Riverside_CA,CA,69,8,10,6,0,Fair,FALSE,FALSE,FALSE,night
3,Gardena,Los Angeles_CA,CA,55.9,93,3,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
2,Bothell,Snohomish_WA,WA,66.9,59,10,5.8,0,Overcast,FALSE,FALSE,TRUE,day
2,Pomona,Los Angeles_CA,CA,73.4,44,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Central,Pickens_SC,SC,68,96,10,4.6,0.01,Light Rain,FALSE,FALSE,FALSE,night
3,Kansas City,Clay_MO,MO,18,78,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
2,Tujunga,Los Angeles_CA,CA,72,35,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Culver City,Los Angeles_CA,CA,63,78,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Louisville,Jefferson_KY,KY,64,87,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,75,66,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,The Dalles,Wasco_OR,OR,48,68,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
3,Dayton,Montgomery_OH,OH,72,55,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,San Clemente,Orange_CA,CA,60.1,41,10,19.6,0,Clear,FALSE,FALSE,FALSE,day
3,Slidell,St. Tammany_LA,LA,54,55,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Lincoln,Placer_CA,CA,50,71,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,75,66,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Rochester,Monroe_NY,NY,32,82,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Atlanta,Fulton_GA,GA,82,47,10,9,0,Fair,FALSE,FALSE,FALSE,twilight
3,Ridgefield,Clark_WA,WA,54,53,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Fresno,Fresno_CA,CA,105.1,15,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Pendleton,Umatilla_OR,OR,87,31,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Eddyville,Lincoln_OR,OR,39.2,93,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Portland,Multnomah_OR,OR,73,57,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,87.1,46,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Santa Rosa,Sonoma_CA,CA,57,77,9,0,0,Haze,TRUE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,42.1,34,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Billerica,Middlesex_MA,MA,55,74,10,9,0,Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,78.1,87,7,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,69.1,58,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Peoria,Maricopa_AZ,AZ,82.9,16,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
3,Upper Marlboro,Prince George's_MD,MD,46.9,38,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Cupertino,Santa Clara_CA,CA,63,78,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75,69,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,44.6,100,10,10.4,0,Overcast,FALSE,FALSE,TRUE,twilight
3,Hopkinton,Middlesex_MA,MA,31,72,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,66.2,94,6,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,La Jolla,San Diego_CA,CA,66,70,10,5.8,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Winchester,Riverside_CA,CA,68,64,10,13,0,Fair,FALSE,FALSE,TRUE,day
2,Grand Rapids,Kent_MI,MI,46.9,66,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Tucson,Pima_AZ,AZ,60.8,25,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,94,44,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Kissimmee,Osceola_FL,FL,77,90,10,0,0,Clear,FALSE,FALSE,TRUE,night
2,North Bergen,Hudson_NJ,NJ,77,82,9,5.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,73,96,3,5.8,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Opa Locka,Miami-Dade_FL,FL,77,74,10,15,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Irvine,Orange_CA,CA,62.1,90,1.2,16.1,0.03,Rain,FALSE,FALSE,TRUE,day
2,Hudson,Pasco_FL,FL,91.9,59,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Trenton,Mercer_NJ,NJ,53.1,93,4,16.1,0.08,Rain,TRUE,FALSE,FALSE,day
2,Vernon Hills,Lake_IL,IL,76,69,10,22,0,Cloudy / Windy,FALSE,FALSE,TRUE,day
2,Gum Spring,Louisa_VA,VA,6.4,88,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Riverside,Riverside_CA,CA,72,73,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
3,Boston,Suffolk_MA,MA,30.9,96,0.8,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Duncan,Spartanburg_SC,SC,32,54,10,12,0,Fair,FALSE,TRUE,FALSE,night
2,Riverside,Riverside_CA,CA,75,4,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Pensacola,Escambia_FL,FL,87.1,63,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Plymouth,Wayne_MI,MI,59,90,10,3.5,0,Light Rain,FALSE,FALSE,FALSE,day
3,Hollywood,Broward_FL,FL,84.9,72,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,55,88,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Louisville,Jefferson_KY,KY,87,61,10,9,0,Cloudy,TRUE,FALSE,FALSE,day
4,Houston,Harris_TX,TX,80.6,79,10,8.1,0,Partly Cloudy,TRUE,FALSE,FALSE,twilight
4,Oakland,Alameda_CA,CA,64,78,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,61,90,6,11.5,0.04,Light Rain,FALSE,FALSE,FALSE,day
2,Davison,Genesee_MI,MI,37,96,3,11.5,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,60.1,28,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,60.3,36,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Ambler,Montgomery_PA,PA,33.8,81,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Oxnard,Ventura_CA,CA,57.9,84,10,3.5,0,Overcast,TRUE,FALSE,FALSE,day
3,Rochester,Monroe_NY,NY,30,85,0.2,0,0.01,Light Freezing Fog,FALSE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,48.4,77,10,15,0,Overcast,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,79,69,10,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,37.9,60,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Detroit,Wayne_MI,MI,30,75,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Cornelius,Mecklenburg_NC,NC,68,28,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Shreveport,Caddo_LA,LA,39.7,99,6,4.6,0,Overcast,FALSE,FALSE,FALSE,day
4,Pavo,Brooks_GA,GA,91.4,55,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,77,18,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,79,90,10,6,0,Cloudy,TRUE,FALSE,FALSE,twilight
2,Minneapolis,Hennepin_MN,MN,36,70,10,8,0,Cloudy,FALSE,FALSE,TRUE,twilight
4,Dayville,Windham_CT,CT,72,87,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Secaucus,Hudson_NJ,NJ,53.1,61,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,59,83,10,8.1,0,Clear,TRUE,TRUE,FALSE,night
2,Gilroy,Santa Clara_CA,CA,93.2,19,10,9.2,0,Clear,TRUE,FALSE,FALSE,day
2,Fairfield,Solano_CA,CA,61,83,10,18,0,Fair,TRUE,FALSE,FALSE,twilight
3,Montgomery,Montgomery_AL,AL,43.5,74,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,75.2,94,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Hope Mills,Cumberland_NC,NC,52,40,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Simi Valley,Ventura_CA,CA,73,38,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Joelton,Cheatham_TN,TN,28,85,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,-0,60,10,3.5,0,Clear,TRUE,FALSE,FALSE,day
2,Rancho Cucamonga,San Bernardino_CA,CA,66.9,51,5,5.8,0,Haze,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,68,45,10,15,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Covington,Kenton_KY,KY,63,100,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Olathe,Johnson_KS,KS,27,92,1,17.3,0,Light Snow,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,54,93,3,13.8,0.11,Rain,FALSE,FALSE,FALSE,twilight
3,Gibsland,Bienville_LA,LA,81,42,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Burlington,Alamance_NC,NC,43,65,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Hacienda Heights,Los Angeles_CA,CA,78.8,51,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Middletown,Butler_OH,OH,69.4,87,4,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Harrisburg,Dauphin_PA,PA,57,72,10,7,0,Fair,FALSE,FALSE,FALSE,twilight
3,Walnut Creek,Contra Costa_CA,CA,51.1,83,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
