"StationID","Date","pH","PrecipAmt","PrecipType"
"Mt. Mansfield","1992-04-24","4.50","0.54","Rain"
"Mt. Mansfield","1992-05-07","5.22","0.94","Snow"
"Mt. Mansfield","1992-05-09","4.78","0.04","Rain"
"Mt. Mansfield","1992-05-13","4.28","0.31","Rain"
"Mt. Mansfield","1992-05-16","3.93","0.03","Rain"
"Mt. Mansfield","1992-05-27","4.86","0.13","Rain"
"Mt. Mansfield","1992-05-31","5.37","0.71","Rain"
"Mt. Mansfield","1992-06-06","5.26","0.69","Rain"
"Mt. Mansfield","1992-06-20","4.21","0.30","Rain"
"Mt. Mansfield","1992-06-22","4.63","0.35","Rain"
"Mt. Mansfield","1992-06-25","4.42","1.42","Rain"
"Mt. Mansfield","1992-06-30","3.92","0.08","Rain"
"Mt. Mansfield","1992-07-04","4.35","0.36","Rain"
"Mt. Mansfield","1992-07-07","4.76","1.20","Rain"
"Mt. Mansfield","1992-07-09","4.86","1.19","Rain"
"Mt. Mansfield","1992-07-19","5.01","0.64","Rain"
"Mt. Mansfield","1992-07-21","4.42","0.21","Rain"
"Mt. Mansfield","1992-09-09","5.01","0.27","Rain"
"Mt. Mansfield","1992-09-19","3.64","0.83","Rain"
"Mt. Mansfield","1992-09-24","4.10","1.88","Rain"
"Mt. Mansfield","1992-09-27","4.55","0.32","Rain"
"Mt. Mansfield","1992-10-09","4.88","0.08","Rain"
"Mt. Mansfield","1992-10-10","4.76","0.59","Rain"
"Mt. Mansfield","1992-10-13","4.35","0.37","Rain"
"Mt. Mansfield","1992-10-19","3.89","0.55","Snow"
"Mt. Mansfield","1992-10-25","4.37","1.54","Rain"
"Mt. Mansfield","1992-10-31","3.84","0.01","Snow"
"Mt. Mansfield","1992-11-03","4.62","0.47","Snow"
"Mt. Mansfield","1992-11-06","4.07","0.87","Snow"
"Mt. Mansfield","1992-11-13","4.65","0.58","Rain"
"Mt. Mansfield","1992-11-18","4.77","0.43","Snow"
"Mt. Mansfield","1992-11-22","4.34","0.23","Rain"
"Mt. Mansfield","1992-11-26","4.59","0.41","Snow"
"Mt. Mansfield","1992-11-29","3.70","0.35","Rain"
"Mt. Mansfield","1992-12-01","3.86","0.15","Snow"
"Mt. Mansfield","1992-12-06","4.13","0.62","Snow"
"Mt. Mansfield","1992-12-08","4.62","0.46","Snow"
"Mt. Mansfield","1992-12-18","5.31","1.00","Snow"
"Mt. Mansfield","1992-12-21","4.01","0.55","Snow"
"Mt. Mansfield","1992-12-23","3.85","0.11","Snow"
"Mt. Mansfield","1992-12-26","4.17","0.20","Snow"
"Mt. Mansfield","1992-12-30","4.46","0.42","Rain"
"Mt. Mansfield","1993-01-03","4.44","0.20","Snow"
"Mt. Mansfield","1993-01-04","4.14","0.38","Rain"
"Mt. Mansfield","1993-01-05","4.39","1.21","Rain"
"Mt. Mansfield","1993-01-10","4.43","0.14","Snow"
"Mt. Mansfield","1993-01-13","3.96","0.30","Snow"
"Mt. Mansfield","1993-01-19","3.98","0.67","Snow"
"Mt. Mansfield","1993-01-22","4.65","0.39","Snow"
"Mt. Mansfield","1993-01-23","5.09","1.10","Snow"
"Mt. Mansfield","1993-01-27","4.75","0.02","Snow"
"Mt. Mansfield","1993-02-01","4.50","0.38","Snow"
"Mt. Mansfield","1993-02-07","4.31","0.37","Snow"
"Mt. Mansfield","1993-02-08","4.23","0.21","Snow"
"Mt. Mansfield","1993-02-14","4.81","1.26","Snow"
"Mt. Mansfield","1993-02-17","4.39","0.30","Snow"
"Mt. Mansfield","1993-02-18","4.63","1.07","Snow"
"Mt. Mansfield","1993-02-25","4.46","1.03","Snow"
"Mt. Mansfield","1993-03-10","4.37","1.19","Snow"
"Mt. Mansfield","1993-03-14","4.27","2.10","Snow"
"Mt. Mansfield","1993-03-17","4.72","0.59","Snow"
"Mt. Mansfield","1993-03-21","4.02","0.50","Snow"
"Mt. Mansfield","1993-03-24","4.00","0.40","Snow"
"Mt. Mansfield","1993-04-05","4.59","0.15","Snow"
"Mt. Mansfield","1993-04-11","4.98","0.42","Rain"
"Mt. Mansfield","1993-04-17","4.63","1.25","Rain"
"Mt. Mansfield","1993-04-18","4.66","0.60","Snow"
"Mt. Mansfield","1993-04-21","3.96","0.30","Rain"
"Mt. Mansfield","1993-04-22","4.29","0.46","Rain"
"Mt. Mansfield","1993-04-23","5.43","2.01","Snow"
"Mt. Mansfield","1993-04-25","4.14","0.81","Rain"
"Mt. Mansfield","1993-05-05","4.78","0.30","Rain"
"Mt. Mansfield","1993-05-07","4.17","0.81","Rain"
"Mt. Mansfield","1993-05-13","4.24","0.46","Rain"
"Mt. Mansfield","1993-05-15","3.60","0.05","Rain"
"Mt. Mansfield","1993-05-21","4.63","0.65","Rain"
"Mt. Mansfield","1993-05-25","4.54","1.14","Rain"
"Mt. Mansfield","1993-05-29","4.40","0.74","Rain"
"Mt. Mansfield","1993-06-02","4.56","0.92","Rain"
"Mt. Mansfield","1993-06-06","4.68","0.82","Rain"
"Mt. Mansfield","1993-06-11","4.60","1.30","Rain"
"Mt. Mansfield","1993-06-19","3.94","1.05","Rain"
"Mt. Mansfield","1993-06-22","4.45","0.91","Rain"
"Mt. Mansfield","1993-07-03","4.19","0.08","Rain"
"Mt. Mansfield","1993-07-08","4.47","0.41","Rain"
"Mt. Mansfield","1993-07-12","4.55","0.62","Rain"
"Mt. Mansfield","1993-07-22","5.11","1.19","Rain"
"Mt. Mansfield","1993-07-24","5.33","1.88","Rain"
"Mt. Mansfield","1993-07-27","4.01","1.28","Rain"
"Mt. Mansfield","1993-07-30","4.40","2.84","Rain"
"Mt. Mansfield","1993-08-04","4.42","0.07","Rain"
"Mt. Mansfield","1993-08-07","4.27","0.38","Rain"
"Mt. Mansfield","1993-08-09","4.10","0.42","Rain"
"Mt. Mansfield","1993-08-11","3.89","0.75","Rain"
"Mt. Mansfield","1993-08-16","4.25","0.81","Rain"
"Mt. Mansfield","1993-08-18","3.96","0.78","Rain"
"Mt. Mansfield","1993-09-01","3.89","2.14","Rain"
"Mt. Mansfield","1993-09-07","4.17","1.91","Rain"
"Mt. Mansfield","1993-09-11","4.02","1.40","Rain"
"Mt. Mansfield","1993-09-19","4.58","1.03","Rain"
"Mt. Mansfield","1993-09-25","4.31","2.81","Rain"
"Mt. Mansfield","1993-09-28","4.18","0.90","Rain"
"Mt. Mansfield","1993-10-03","3.94","1.47","Rain"
"Mt. Mansfield","1993-10-17","3.99","0.54","Rain"
"Mt. Mansfield","1993-10-19","4.86","0.20","Rain"
"Mt. Mansfield","1993-10-22","3.83","0.65","Rain"
"Mt. Mansfield","1993-10-24","4.72","0.32","Snow"
"Mt. Mansfield","1993-10-31","4.14","0.12","Snow"
"Mt. Mansfield","1993-11-04","4.66","0.29","Snow"
"Mt. Mansfield","1993-11-08","4.03","0.10","Snow"
"Mt. Mansfield","1993-11-15","4.23","0.94","Rain"
"Mt. Mansfield","1993-11-18","3.85","0.17","Rain"
"Mt. Mansfield","1993-11-28","4.63","0.70","Rain"
"Mt. Mansfield","1993-11-30","4.43","1.01","Snow"
"Mt. Mansfield","1993-12-05","3.97","0.99","Snow"
"Mt. Mansfield","1993-12-07","4.26","0.50","Snow"
"Mt. Mansfield","1993-12-12","4.65","1.15","Snow"
"Mt. Mansfield","1993-12-15","4.87","0.10","Rain"
"Mt. Mansfield","1993-12-20","4.58","0.05","Snow"
"Mt. Mansfield","1993-12-22","4.47","1.73","Snow"
"Mt. Mansfield","1993-12-30","3.94","0.41","Snow"
"Mt. Mansfield","1993-12-31","4.09","0.14","Snow"
"Mt. Mansfield","1994-01-09","4.35","1.05","Rain"
"Mt. Mansfield","1994-01-17","3.87","0.31","Rain"
"Mt. Mansfield","1994-01-18","4.21","1.15","Rain"
"Mt. Mansfield","1994-01-23","3.90","0.46","Rain"
"Mt. Mansfield","1994-01-24","4.08","0.27","Rain"
"Mt. Mansfield","1994-01-25","4.15","0.10","Rain"
"Mt. Mansfield","1994-01-28","4.79","0.30","Snow"
"Mt. Mansfield","1994-02-06","4.06","0.07","Snow"
"Mt. Mansfield","1994-02-08","4.17","0.08","Snow"
"Mt. Mansfield","1994-02-13","4.33","0.25","Snow"
"Mt. Mansfield","1994-02-26","5.46","1.19","Snow"
"Mt. Mansfield","1994-03-04","3.78","1.61","Snow"
"Mt. Mansfield","1994-03-13","4.13","0.50","Snow"
"Mt. Mansfield","1994-03-15","3.70","0.23","Snow"
"Mt. Mansfield","1994-03-16","4.12","0.75","Snow"
"Mt. Mansfield","1994-03-18","4.15","0.60","Snow"
"Mt. Mansfield","1994-03-20","4.22","0.52","Snow"
"Mt. Mansfield","1994-03-22","4.12","0.82","Snow"
"Mt. Mansfield","1994-04-08","3.61","1.53","Snow"
"Mt. Mansfield","1994-04-10","3.98","0.11","Rain"
"Mt. Mansfield","1994-04-16","4.11","0.78","Rain"
"Mt. Mansfield","1994-04-17","4.18","0.35","Snow"
"Mt. Mansfield","1994-04-18","4.65","0.01","Snow"
"Mt. Mansfield","1994-04-25","4.02","0.30","Rain"
"Mt. Mansfield","1994-05-01","4.20","0.52","Rain"
"Mt. Mansfield","1994-05-08","4.47","0.55","Rain"
"Mt. Mansfield","1994-05-16","4.60","0.50","Rain"
"Mt. Mansfield","1994-05-18","4.81","0.37","Rain"
"Mt. Mansfield","1994-05-25","4.22","0.54","Rain"
"Mt. Mansfield","1994-05-27","5.08","1.06","Snow"
"Mt. Mansfield","1994-05-30","4.20","0.36","Rain"
"Mt. Mansfield","1994-06-13","4.00","1.33","Rain"
"Mt. Mansfield","1994-06-21","3.87","0.15","Rain"
"Mt. Mansfield","1994-06-27","3.95","0.25","Rain"
"Mt. Mansfield","1994-06-29","4.11","0.37","Rain"
"Mt. Mansfield","1994-07-01","4.17","0.45","Rain"
"Mt. Mansfield","1994-07-03","3.91","1.15","Rain"
"Mt. Mansfield","1994-07-06","3.87","0.22","Rain"
"Mt. Mansfield","1994-07-08","4.42","0.74","Rain"
"Mt. Mansfield","1994-07-11","4.27","1.00","Rain"
"Mt. Mansfield","1994-07-19","3.98","0.16","Rain"
"Mt. Mansfield","1994-07-22","4.00","0.80","Rain"
"Mt. Mansfield","1994-07-25","3.90","0.23","Rain"
"Mt. Mansfield","1994-07-27","4.11","0.32","Rain"
"Mt. Mansfield","1994-07-30","4.43","0.22","Rain"
"Mt. Mansfield","1994-08-03","3.87","0.87","Rain"
"Mt. Mansfield","1994-08-10","4.37","0.24","Rain"
"Mt. Mansfield","1994-08-15","4.25","1.28","Rain"
"Mt. Mansfield","1994-08-17","4.40","0.21","Rain"
"Mt. Mansfield","1994-08-22","4.46","3.65","Rain"
"Mt. Mansfield","1994-09-08","4.25","1.00","Rain"
"Mt. Mansfield","1994-09-11","4.18","1.33","Rain"
"Mt. Mansfield","1994-09-13","4.11","1.32","Rain"
"Mt. Mansfield","1994-09-14","4.23","1.62","Rain"
"Mt. Mansfield","1994-09-24","3.98","0.70","Rain"
"Mt. Mansfield","1994-09-25","4.35","0.40","Rain"
"Mt. Mansfield","1994-09-28","4.28","0.30","Rain"
"Mt. Mansfield","1994-09-29","4.12","0.52","Rain"
"Mt. Mansfield","1994-11-06","4.64","0.81","Rain"
"Mt. Mansfield","1994-11-07","5.04","0.70","Snow"
"Mt. Mansfield","1994-11-21","4.95","0.21","Rain"
"Mt. Mansfield","1994-11-23","5.48","0.24","Snow"
"Mt. Mansfield","1994-11-26","5.27","0.77","Snow"
"Mt. Mansfield","1994-12-03","4.42","0.11","Snow"
"Mt. Mansfield","1994-12-06","4.08","1.70","Rain"
"Mt. Mansfield","1994-12-10","5.79","0.14","Snow"
"Mt. Mansfield","1994-12-11","4.88","0.52","Snow"
"Mt. Mansfield","1994-12-18","4.16","0.41","Snow"
"Mt. Mansfield","1994-12-20","3.71","0.50","Snow"
"Mt. Mansfield","1995-01-01","4.69","0.35","Snow"
"Mt. Mansfield","1995-01-03","4.34","0.58","Snow"
"Mt. Mansfield","1995-01-04","4.23","0.45","Snow"
"Mt. Mansfield","1995-01-07","4.51","0.65","Snow"
"Mt. Mansfield","1995-01-09","4.18","0.22","Snow"
"Mt. Mansfield","1995-01-12","4.04","0.46","Snow"
"Mt. Mansfield","1995-01-16","5.11","0.32","Rain"
"Mt. Mansfield","1995-01-17","4.77","0.28","Rain"
"Mt. Mansfield","1995-01-22","4.62","1.49","Snow"
"Mt. Mansfield","1995-01-23","4.46","0.18","Snow"
"Mt. Mansfield","1995-02-02","4.60","0.75","Snow"
"Mt. Mansfield","1995-02-05","5.31","0.64","Snow"
"Mt. Mansfield","1995-02-09","4.71","0.26","Snow"
"Mt. Mansfield","1995-02-12","4.56","6.40","Snow"
"Mt. Mansfield","1995-02-14","4.67","0.15","Snow"
"Mt. Mansfield","1995-02-16","4.60","0.23","Snow"
"Mt. Mansfield","1995-02-24","4.06","0.90","Snow"
"Mt. Mansfield","1995-02-26","4.64","0.20","Snow"
"Mt. Mansfield","1995-02-28","4.62","0.89","Snow"
"Mt. Mansfield","1995-03-09","4.67","1.52","Snow"
"Mt. Mansfield","1995-03-10","4.51","0.21","Snow"
"Mt. Mansfield","1995-03-22","4.21","0.62","Snow"
"Mt. Mansfield","1995-03-23","5.08","1.14","Snow"
"Mt. Mansfield","1995-03-31","4.08","0.61","Snow"
"Mt. Mansfield","1995-04-05","4.34","0.05","Snow"
"Mt. Mansfield","1995-04-13","4.55","0.57","Rain"
"Mt. Mansfield","1995-04-16","4.98","1.44","Snow"
"Mt. Mansfield","1995-04-19","4.15","0.11","Rain"
"Mt. Mansfield","1995-04-23","4.59","0.40","Rain"
"Mt. Mansfield","1995-04-28","4.11","0.59","Mixed"
"Mt. Mansfield","1995-05-11","4.68","0.09","Rain"
"Mt. Mansfield","1995-05-15","4.85","1.03","Rain"
"Mt. Mansfield","1995-05-25","4.53","1.08","Rain"
"Mt. Mansfield","1995-05-27","4.93","0.24","Rain"
"Mt. Mansfield","1995-06-03","5.41","0.52","Rain"
"Mt. Mansfield","1995-06-12","4.70","0.98","Rain"
"Mt. Mansfield","1995-07-02","4.68","2.00","Rain"
"Mt. Mansfield","1995-07-08","4.81","0.43","Rain"
"Mt. Mansfield","1995-07-17","4.34","2.29","Rain"
"Mt. Mansfield","1997-02-20","5.13","0.38","Snow"
"Mt. Mansfield","1997-02-21","4.23","0.51","Rain"
"Mt. Mansfield","1997-02-24","4.20","0.19","Snow"
"Mt. Mansfield","1997-03-06","5.14","","Snow"
"Mt. Mansfield","1997-03-12","4.60","","Snow"
"Mt. Mansfield","1997-03-18","4.64","0.22","Snow"
"Mt. Mansfield","1997-03-27","4.35","0.21","Snow"
"Mt. Mansfield","1997-04-18","6.51","",""
"Mt. Mansfield","1997-05-19","4.97","","Rain"
"Mt. Mansfield","1997-06-13","4.87","0.44","Rain"
"Mt. Mansfield","1997-06-21","5.25","0.15","Rain"
"Mt. Mansfield","1997-06-22","5.77","1.09","Rain"
"Mt. Mansfield","1997-07-03","5.91","","Rain"
"Mt. Mansfield","1997-07-04","5.95","0.65","Rain"
"Mt. Mansfield","1997-07-05","6.20","","Rain"
"Mt. Mansfield","1997-07-13","5.35","",""
"Mt. Mansfield","1997-07-15","5.43","",""
"Mt. Mansfield","1997-07-16","5.58","",""
"Mt. Mansfield","1997-07-18","5.63","",""
"Mt. Mansfield","1997-08-11","3.94","1.14","Rain"
"Mt. Mansfield","1997-08-14","3.95","0.72","Rain"
"Mt. Mansfield","1997-08-16","3.90","0.18","Rain"
"Mt. Mansfield","1997-08-17","4.17","1.25","Rain"
"Mt. Mansfield","1997-08-21","4.36","0.89","Rain"
"Mt. Mansfield","1997-08-22","4.08","1.09","Rain"
"Mt. Mansfield","1997-08-23","4.30","","Rain"
"Mt. Mansfield","1997-08-28","3.39","0.04","Rain"
"Mt. Mansfield","1997-08-31","3.51","",""
"Mt. Mansfield","1997-09-14","3.53","0.44","Rain"
"Mt. Mansfield","1997-09-15","3.40","0.26","Rain"
"Mt. Mansfield","1997-09-20","3.24","0.78","Rain"
"Mt. Mansfield","1997-09-22","4.64","","Rain"
"Mt. Mansfield","1997-09-29","3.72","","Rain"
"Mt. Mansfield","1997-10-05","3.57","0.69","Rain"
"Mt. Mansfield","1997-11-02","3.47","0.60","Rain"
"Mt. Mansfield","1997-11-03","3.80","","Rain"
"Mt. Mansfield","1997-11-21","5.49","0.08","Snow"
"Mt. Mansfield","1997-11-22","3.45","","Snow"
"Mt. Mansfield","1997-11-23","3.53","0.16","Snow"
"Mt. Mansfield","1997-11-24","3.22","","Snow"
"Mt. Mansfield","1997-11-25","3.72","","Snow"
"Mt. Mansfield","1997-11-27","3.50","1.35","Snow"
"Mt. Mansfield","1997-12-06","3.31","","Snow"
"Mt. Mansfield","1997-12-13","3.01","0.22","Snow"
"Mt. Mansfield","1997-12-14","3.28","","Snow"
"Mt. Mansfield","1997-12-20","3.49","0.11","Snow"
"Mt. Mansfield","1997-12-25","3.26","","Snow"
"Mt. Mansfield","1997-12-26","3.19","","Snow"
"Mt. Mansfield","1998-01-06","3.59","0.79","Rain"
"Mt. Mansfield","1998-01-09","3.83","0.84","Rain"
"Mt. Mansfield","1998-01-10","3.64","0.30","Snow"
"Mt. Mansfield","1998-01-14","3.62","0.12","Snow"
"Mt. Mansfield","1998-01-21","3.41","0.40","Snow"
"Mt. Mansfield","1998-01-24","3.47","0.67","Snow"
"Mt. Mansfield","1998-02-12","3.73","0.41","Rain"
"Mt. Mansfield","1998-02-13","3.61","2.13","Snow"
"Mt. Mansfield","1998-02-20","4.39","0.38","Snow"
"Mt. Mansfield","1998-02-25","4.88","",""
"Mt. Mansfield","1998-03-07","4.01","0.22","Snow"
"Mt. Mansfield","1998-03-09","4.48","",""
"Mt. Mansfield","1998-03-13","3.98","","Snow"
"Mt. Mansfield","1998-03-21","4.16","0.22","Snow"
"Mt. Mansfield","1998-04-05","6.41","0.10","Snow"
"Mt. Mansfield","1998-04-18","4.63","0.76","Rain"
"Mt. Mansfield","1999-06-07","4.14","0.51","Rain"
"Mt. Mansfield","1999-06-08","4.16","0.47","Rain"
"Mt. Mansfield","1999-06-09","5.13","0.83","Rain"
"Mt. Mansfield","1999-06-15","4.75","0.54","Rain"
"Mt. Mansfield","1999-06-18","5.27","0.22","Rain"
"Mt. Mansfield","1999-06-21","4.48","0.19","Rain"
"Mt. Mansfield","1999-06-25","5.22","0.05","Rain"
"Mt. Mansfield","1999-06-28","5.29","0.43","Rain"
"Mt. Mansfield","1999-07-05","4.66","0.56","Rain"
"Mt. Mansfield","1999-07-06","4.74","2.67","Rain"
"Mt. Mansfield","1999-07-09","5.26","0.14","Rain"
"Mt. Mansfield","1999-07-11","4.24","0.16","Rain"
"Mt. Mansfield","1999-07-19","6.76","0.02","Rain"
"Mt. Mansfield","1999-07-26","4.97","0.10","Rain"
"Mt. Mansfield","1999-08-02","4.21","0.22","Rain"
"Mt. Mansfield","1999-08-04","5.65","0.27","Rain"
"Mt. Mansfield","1999-08-05","4.55","0.53","Rain"
"Mt. Mansfield","1999-08-08","4.26","0.79","Rain"
"Mt. Mansfield","1999-08-09","4.46","0.27","Rain"
"Mt. Mansfield","1999-08-14","4.07","0.62","Rain"
"Mt. Mansfield","1999-08-18","4.32","0.79","Rain"
"Mt. Mansfield","1999-08-21","5.08","0.14","Rain"
"Mt. Mansfield","1999-08-22","5.65","0.35","Rain"
"Mt. Mansfield","1999-08-30","5.97","0.10","Rain"
"Mt. Mansfield","1999-09-08","4.81","0.25","Rain"
"Mt. Mansfield","1999-09-09","5.02","1.48","Rain"
"Mt. Mansfield","1999-09-10","4.62","0.53","Rain"
"Mt. Mansfield","1999-09-11","4.84","0.05","Rain"
"Mt. Mansfield","1999-09-15","4.00","0.15","Rain"
"Mt. Mansfield","1999-09-17","5.75","9.92","Rain"
"Mt. Mansfield","1999-09-18","5.12","0.55","Rain"
"Mt. Mansfield","1999-09-22","4.72","2.04","Rain"
"Mt. Mansfield","1999-10-03","4.46","0.18","Rain"
"Mt. Mansfield","1999-10-04","4.70","0.46","Snow"
"Mt. Mansfield","1999-10-06","5.40","","Snow"
"Mt. Mansfield","1999-10-11","4.64","0.46","Mixed"
"Mt. Mansfield","1999-10-17","4.35","0.24","Rain"
"Mt. Mansfield","1999-10-20","4.07","0.10","Mixed"
"Mt. Mansfield","1999-10-23","5.00","","Snow"
"Mt. Mansfield","1999-10-24","4.86","","Snow"
"Mt. Mansfield","1999-11-07","5.40","0.32","Snow"
"Mt. Mansfield","1999-11-17","4.11","4.12","Snow"
"Mt. Mansfield","1999-11-18","3.40","","Snow"
"Mt. Mansfield","1999-11-20","3.19","","Snow"
"Mt. Mansfield","1999-11-27","4.20","1.93","Rain"
"Mt. Mansfield","1999-11-29","3.37","0.45","Snow"
"Mt. Mansfield","1999-11-30","3.30","0.09","Snow"
"Mt. Mansfield","2000-11-05","4.08","1.02","Rain"
"Mt. Mansfield","2000-11-06","4.65","0.29","Snow"
"Mt. Mansfield","2000-11-10","4.82","0.47","Rain"
"Mt. Mansfield","2000-11-11","4.62","0.31","Rain"
"Mt. Mansfield","2000-11-12","4.98","0.19","Rain"
"Mt. Mansfield","2000-11-15","4.25","0.76","Snow"
"Mt. Mansfield","2000-11-17","4.48","0.13","Snow"
"Mt. Mansfield","2000-11-30","4.45","0.28","Snow"
"Mt. Mansfield","2000-12-01","4.87","0.80","Snow"
"Mt. Mansfield","2000-12-03","6.21","0.18","Snow"
"Mt. Mansfield","2000-12-11","4.26","0.14","Snow"
"Mt. Mansfield","2000-12-12","4.30","0.60","Snow"
"Mt. Mansfield","2000-12-14","4.66","0.45","Snow"
"Mt. Mansfield","2000-12-17","5.12","2.68","Rain"
"Mt. Mansfield","2000-12-18","4.59","1.47","Snow"
"Mt. Mansfield","2000-12-19","4.54","0.11","Snow"
"Mt. Mansfield","2000-12-20","4.51","0.62","Snow"
"Mt. Mansfield","2000-12-22","4.08","0.12","Snow"
"Mt. Mansfield","2000-12-25","4.26","0.43","Snow"
"Mt. Mansfield","2000-12-31","4.60","0.86","Snow"
"Mt. Mansfield","2001-01-01","4.84","0.59","Snow"
"Mt. Mansfield","2001-01-02","4.69","0.01","Snow"
"Mt. Mansfield","2001-01-03","4.19","0.20","Snow"
"Mt. Mansfield","2001-01-08","4.02","0.06","Snow"
"Mt. Mansfield","2001-01-10","4.20","0.33","Snow"
"Mt. Mansfield","2001-01-15","4.03","0.11","Snow"
"Mt. Mansfield","2001-01-16","4.24","0.64","Snow"
"Mt. Mansfield","2001-01-17","3.88","0.18","Snow"
"Mt. Mansfield","2001-01-19","3.76","0.35","Snow"
"Mt. Mansfield","2001-01-22","4.07","0.12","Snow"
"Mt. Mansfield","2001-01-25","4.05","0.22","Snow"
"Mt. Mansfield","2001-01-28","3.81","0.37","Snow"
"Mt. Mansfield","2001-01-30","4.70","0.26","Mixed"
"Mt. Mansfield","2001-01-31","4.40","1.30","Snow"
"Mt. Mansfield","2001-02-01","4.20","0.44","Snow"
"Mt. Mansfield","2001-02-03","4.25","0.62","Snow"
"Mt. Mansfield","2001-02-05","4.32","0.20","Snow"
"Mt. Mansfield","2001-02-06","4.28","1.32","Snow"
"Mt. Mansfield","2001-02-07","4.15","0.33","Snow"
"Mt. Mansfield","2001-02-08","4.08","0.17","Snow"
"Mt. Mansfield","2001-02-09","4.36","0.66","Snow"
"Mt. Mansfield","2001-02-15","4.36","1.24","Snow"
"Mt. Mansfield","2001-02-17","4.08","0.51","Snow"
"Mt. Mansfield","2001-02-19","4.35","0.18","Snow"
"Mt. Mansfield","2001-02-25","4.68","0.42","Mixed"
"Mt. Mansfield","2001-02-26","4.29","0.33","Mixed"
"Mt. Mansfield","2001-02-27","4.61","0.13","Snow"
"Mt. Mansfield","2001-03-07","4.98","0.12","Snow"
"Mt. Mansfield","2001-03-10","4.05","0.75","Snow"
"Mt. Mansfield","2001-03-13","4.29","0.40","Snow"
"Mt. Mansfield","2001-03-14","4.15","1.02","Snow"
"Mt. Mansfield","2001-03-22","4.90","0.91","Snow"
"Mt. Mansfield","2001-03-23","4.97","1.05","Snow"
"Mt. Mansfield","2001-03-24","4.54","1.16","Snow"
"Mt. Mansfield","2001-03-28","4.64","1.03","Snow"
"Mt. Mansfield","2001-04-08","4.50","0.38","Mixed"
"Mt. Mansfield","2001-04-12","4.43","0.30","Rain"
"Mt. Mansfield","2001-04-13","4.59","0.68","Mixed"
"Mt. Mansfield","2001-05-28","4.20","0.30","Rain"
"Mt. Mansfield","2001-05-29","3.95","0.17","Rain"
"Mt. Mansfield","2001-05-30","4.14","0.56","Mixed"
"Mt. Mansfield","2001-05-31","5.23","2.03","Mixed"
"Mt. Mansfield","2001-06-03","4.44","0.15","Rain"
"Mt. Mansfield","2001-06-04","4.40","0.79","Rain"
"Mt. Mansfield","2001-06-05","4.83","0.50","Rain"
"Mt. Mansfield","2001-06-11","4.59","0.30","Rain"
"Mt. Mansfield","2001-06-17","4.05","0.74","Rain"
"Mt. Mansfield","2001-06-24","4.08","0.73","Rain"
"Mt. Mansfield","2001-06-29","5.86","0.10","Rain"
"Mt. Mansfield","2001-06-30","4.06","1.09","Rain"
"Mt. Mansfield","2001-07-10","5.10","0.16","Rain"
"Mt. Mansfield","2001-07-11","4.75","0.70","Rain"
"Mt. Mansfield","2001-07-12","5.16","0.30","Rain"
"Mt. Mansfield","2001-07-13","5.05","0.81","Rain"
"Mt. Mansfield","2001-07-14","4.64","1.44","Rain"
"Mt. Mansfield","2001-07-15","6.01","0.67","Rain"
"Mt. Mansfield","2001-07-24","3.94","0.30","Rain"
"Mt. Mansfield","2001-08-03","4.22","0.27","Rain"
"Mt. Mansfield","2001-08-10","4.17","0.54","Rain"
"Mt. Mansfield","2001-08-11","4.01","0.75","Rain"
"Mt. Mansfield","2001-08-21","4.29","0.53","Rain"
"Mt. Mansfield","2001-08-22","4.37","0.53","Rain"
"Mt. Mansfield","2001-09-01","4.43","5.29","Rain"
"Mt. Mansfield","2001-09-04","4.07","0.05","Rain"
"Mt. Mansfield","2001-09-05","4.83","0.22","Rain"
"Mt. Mansfield","2001-09-21","4.51","1.53","Rain"
"Mt. Mansfield","2001-09-25","4.25","2.10","Rain"
"Mt. Mansfield","2001-10-07","4.79","0.50","Snow"
"Mt. Mansfield","2001-10-08","4.97","0.84","Snow"
"Mt. Mansfield","2001-10-15","4.63","0.89","Rain"
"Mt. Mansfield","2001-10-17","4.39","0.10","Mixed"
"Mt. Mansfield","2001-10-22","4.19","0.75","Rain"
"Mt. Mansfield","2001-10-24","3.75","0.05","Rain"
"Mt. Mansfield","2001-10-25","4.43","0.88","Rain"
"Mt. Mansfield","2001-11-01","4.21","0.48","Rain"
"Mt. Mansfield","2001-11-03","4.18","0.76","Rain"
"Mt. Mansfield","2001-11-05","4.97","1.80","Snow"
"Mt. Mansfield","2001-11-06","5.23","0.45","Snow"
"Mt. Mansfield","2001-11-09","5.33","0.25","Snow"
"Mt. Mansfield","2001-11-10","4.47","0.12","Snow"
"Mt. Mansfield","2001-11-12","4.66","0.40","Snow"
"Mt. Mansfield","2001-11-13","5.05","0.48","Snow"
"Mt. Mansfield","2001-11-16","4.54","0.33","Rain"
"Mt. Mansfield","2001-11-20","4.45","0.62","Snow"
"Mt. Mansfield","2001-11-28","4.33","0.21","Mixed"
"Mt. Mansfield","2001-11-29","4.00","0.21","Snow"
"Mt. Mansfield","2001-12-05","4.58","0.58","Rain"
"Mt. Mansfield","2001-12-09","4.77","0.15","Snow"
"Mt. Mansfield","2001-12-17","4.98","0.23","Snow"
"Mt. Mansfield","2001-12-18","4.35","0.33","Snow"
"Mt. Mansfield","2001-12-19","4.53","0.62","Snow"
"Mt. Mansfield","2001-12-20","4.59","0.32","Snow"
"Mt. Mansfield","2001-12-22","4.45","0.16","Snow"
